title,price,location,url,breed,sex,age,ready_to_leave,kc_registered,microchipped,neutered,vaccinations,health_checks,seller_type,views,created,seller_name,membership_level,member_since
new mugs showing a scottie dog,£0.50,"Dover, Kent",https://www.preloved.co.uk/adverts/show/116079726/new-mugs-showing-a-scottie-dog,Scottish Terrier,,,,,,,,,,1490.0,3291 days ago,lesleyd,,July 2014
Pug cool bag pug mugs French Bulldog bag,,"Wigan, Lancs",https://www.preloved.co.uk/adverts/show/121586207/pug-cool-bag-pug-mugs-french-bulldog-bag,French Bulldog,,,,,,,,,,2800.0,1318 days ago,Basil,,November 2005
SAS 1 PUG cherished number plate,£400,"Wigan, Lancs",https://www.preloved.co.uk/adverts/show/121369700/sas-1-pug-cherished-number-plate,Pug,,,,,,,,,,7094.0,1428 days ago,Basil,,November 2005
Magix Cleaning Lab 12 XXL,£35,"Shaftesbury, Dorset",https://www.preloved.co.uk/adverts/show/116501378/magix-cleaning-lab-12-xxl,Labrador Retriever,,,,,,,,,,4848.0,3196 days ago,nixxx,Premium,June 2014
Studio Lab Be a YouTuber Kit,£10,"Tottington, Bury, Lancs",https://www.preloved.co.uk/adverts/show/123003440/studio-lab-be-a-youtuber-kit,Labrador Retriever,,,,,,,,,,7.0,31 days ago,phil51,,February 2017
Beautiful Beswick China Yellow Labrador,£40,"Ipswich, Suffolk",https://www.preloved.co.uk/adverts/show/122972293/beautiful-beswick-china-yellow-labrador,Labrador Retriever,,,,,,,,,,22.0,99 days ago,Angie,,October 2018
Labrador Rescue South East & Central,,"Pinner, London",https://www.preloved.co.uk/adverts/show/112435866/labrador-rescue-south-east-central,Labrador Retriever,,,,,,,,,,88318.0,4012 days ago,Georgie Girl,,November 2014
"Label Lab long-sleeve grey/beige check casual shirt, small",£4.99,"London, Greater London",https://www.preloved.co.uk/adverts/show/122876809/label-lab-long-sleeve-greybeige-check-casual-shirt-small,Labrador Retriever,,,,,,,,,,27.0,257 days ago,Will Marlow,,August 2023
Labrador fox red at stud. KC registered health tested.,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122412351/labrador-fox-red-at-stud-kc-registered-health-tested,Labrador,Male,5 years,,Yes - Breed Register,,,,,,2616.0,799 days ago,Val,,January 2009
"Nintendo DS games - Imagine Doctor, Maths Play & Labrador &",£7.50,"Scunthorpe, N. Lincs",https://www.preloved.co.uk/adverts/show/119045441/nintendo-ds-games-imagine-doctor-maths-play-labrador-,Labrador Retriever,,,,,,,,,,4057.0,2426 days ago,Kassbmw,,January 2008
Playmobil 4880 Top Agents Robo-Gangster Lab. Incomplete.,£10,"Romney Marsh, Kent",https://www.preloved.co.uk/adverts/show/122899824/playmobil-4880-top-agents-robo-gangster-lab-incomplete,Labrador Retriever,,,,,,,,,,17.0,220 days ago,SM,,September 2014
Private registration great for doctors or Labrador dogs,,"Walsall, Westmidlands",https://www.preloved.co.uk/adverts/show/122454480/private-registration-great-for-doctors-or-labrador-dogs,Labrador Retriever,,,,,,,,,,1996.0,749 days ago,mejulie,,November 2010
KC Dark Fox Red Stud Dog - Fully Health Tested,£450,"Llangollen, Denbighshire",https://www.preloved.co.uk/adverts/show/122552207/kc-dark-fox-red-stud-dog-fully-health-tested,Labrador,Male,3 years,,Yes - Breed Register,,,Yes,,,2138.0,650 days ago,RR,,February 2012
Dark Fox Red Labrador Stud Dog,£450,"Llangollen, Denbighshire",https://www.preloved.co.uk/adverts/show/114246669/dark-fox-red-labrador-stud-dog,Labrador,Male,12 years,,Yes - Breed Register,,,YES,,,24243.0,3689 days ago,RR,,February 2012
Full KC Registered Yellow Labrador for Stud,,"Colchester, Essex",https://www.preloved.co.uk/adverts/show/122829331/full-kc-registered-yellow-labrador-for-stud,Labrador,Male,2 years,,Yes - Breed Register,,,"and worming. Born: 27 March 2023Dam: Wadeshot Kriss of Tudorcourt, Sire: FTCH Millbuis GhillieKC Reg",,,135.0,328 days ago,dpb101,,March 2016
KC Fox Red Lab Stud - Fully Health Tested - 37Ftch-Ftw,£450,"Llangollen, Denbighshire",https://www.preloved.co.uk/adverts/show/122839778/kc-fox-red-lab-stud-fully-health-tested-37ftch-ftw,Labrador,Male,4 years,,Yes - Breed Register,,,Yes,,,78.0,312 days ago,RR,,February 2012
Cocker Spaniel at stud.,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122529468/cocker-spaniel-at-stud,Cocker Spaniel,Male,3 years,,Yes - Breed Register,,,,,,922.0,671 days ago,Val,,January 2009
Cocker spaniel at stud KC reg.,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122529424/cocker-spaniel-at-stud-kc-reg,Cocker Spaniel,Male,4 years,,Yes - Breed Register,,,,,,1987.0,671 days ago,Val,,January 2009
"Royal, a Tricolour Working Spaniel",£30,"D, Derbyshire",https://www.preloved.co.uk/adverts/show/122389759/royal-a-tricolour-working-spaniel,Spaniel,,,,,,,,,,912.0,819 days ago,JVW,,October 2013
Cocker spaniel at stud. KC registered. Health tested.,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122412340/cocker-spaniel-at-stud-kc-registered-health-tested,Cocker Spaniel,Male,4 years,,Yes - Breed Register,,,,,,2355.0,799 days ago,Val,,January 2009
Looking to Give a cocker spaniel a home,,"Poole, Dorset",https://www.preloved.co.uk/adverts/show/122986676/looking-to-give-a-cocker-spaniel-a-home,Cocker Spaniel,,,,,,,,,,124.0,69 days ago,Breathe4CF1984,,May 2017
Proven Chocolate kc registered cocker spaniel,£250,"Middleton, Manchester",https://www.preloved.co.uk/adverts/show/120773912/proven-chocolate-kc-registered-cocker-spaniel,cocker spaniel,Male,5 years,,Yes - Breed Register,,,up to date,,,7443.0,1705 days ago,chickens4ever05,,June 2008
YELLOW GOLDEN SHOW COCKER SPANIEL FOR STUD BEAUTIFUL KC REG,£300,"Standish, Lancs",https://www.preloved.co.uk/adverts/show/122790357/yellow-golden-show-cocker-spaniel-for-stud-beautiful-kc-reg,cocker spaniel show,Male,3 years,,Yes - Breed Register,,,Yes,,,182.0,387 days ago,Natural,,March 2012
Life size german Shepherd,£250,"Worksop, Notts",https://www.preloved.co.uk/adverts/show/122918986/life-size-german-shepherd,German Shepherd,,,,,,,,,,91.0,194 days ago,ursula louth,,May 2011
German Shepherd at stud. KC reg.,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/121554803/german-shepherd-at-stud-kc-reg,German Shepherd,Male,5 years,,Yes - Breed Register,,,,,,4207.0,1333 days ago,Val,,January 2009
German Shepherd at stud. KC reg,£200,"Sandwich, Kent",https://www.preloved.co.uk/adverts/show/122828138/german-shepherd-at-stud-kc-reg,German Shepherd,Male,2 years,,Yes - Breed Register,,,,,,216.0,330 days ago,Val,,January 2009
WA NTED YOUNG SPAYED GERMAN SHEPHERDL,,"Wisbech, Cambridgeshire",https://www.preloved.co.uk/adverts/show/123007503/wa-nted-young-spayed-german-shepherdl,German Shepherd,,,,,,,,,,19.0,18 days ago,jayjay22,,August 2024
Signed C Varley Alsatian/German Shepherd framed b&w print.,£15,"Romney Marsh, Kent",https://www.preloved.co.uk/adverts/show/116547569/signed-c-varley-alsatiangerman-shepherd-framed-bw-print,German Shepherd,,,,,,,,,,4242.0,3185 days ago,SM,,September 2014
Bulldog Hitchlock,,"Sidcup, Kent",https://www.preloved.co.uk/adverts/show/119328714/bulldog-hitchlock,Bulldog,,,,,,,,,,3090.0,2327 days ago,Kim,,February 2008
bulldog heavy duty wheelclamp fit 15 inch wheel,£30,"Runcorn, Cheshire",https://www.preloved.co.uk/adverts/show/121376712/bulldog-heavy-duty-wheelclamp-fit-15-inch-wheel,Bulldog,,,,,,,,,,5386.0,1424 days ago,F L,,January 2011
ROYAL DOULTON BULLDOG MODEL,£40,"Wolverhampton, West Midlands",https://www.preloved.co.uk/adverts/show/118928010/royal-doulton-bulldog-model,Bulldog,,,,,,,,,,1101.0,2471 days ago,June,,February 2018
SANDICAST BULLDOG MODELS,£140,"Wolverhampton, West Midlands",https://www.preloved.co.uk/adverts/show/118927968/sandicast-bulldog-models,Bulldog,,,,,,,,,,1051.0,2471 days ago,June,,February 2018
CRESTWARE CHINA BULLDOG MODELS,£25,"Wolverhampton, West Midlands",https://www.preloved.co.uk/adverts/show/118377754/crestware-china-bulldog-models,Bulldog,,,,,,,,,,1843.0,2676 days ago,June,,February 2018
Bulldog 200 Q stabiliser with fitting,£10,"Wirral, Merseyside",https://www.preloved.co.uk/adverts/show/116391109/bulldog-200-q-stabiliser-with-fitting,Bulldog,,,,,,,,,,5892.0,3220 days ago,andyunlucky,,March 2015
WORKSTATION/CONSOLE BY BULLDOG IN PRISTINE CONDITION,£100,"Belvedere, Kent",https://www.preloved.co.uk/adverts/show/117207227/workstationconsole-by-bulldog-in-pristine-condition,Bulldog,,,,,,,,,,3978.0,3025 days ago,Lizzie,,February 2015
BESWICK BULLDOG MODELS WITH BOXES,,"Wolverhampton, West Midlands",https://www.preloved.co.uk/adverts/show/118927994/beswick-bulldog-models-with-boxes,Bulldog,,,,,,,,,,1400.0,2471 days ago,June,,February 2018
PEWTER & ENAMEL BULLDOG BELT BUCKLES,£30,"Wolverhampton, West Midlands",https://www.preloved.co.uk/adverts/show/122267950/pewter-enamel-bulldog-belt-buckles,Bulldog,,,,,,,,,,520.0,903 days ago,June,,February 2018
Bulldog Hitch Lock for trailer,£50,"Hope Valley, Derbyshire",https://www.preloved.co.uk/adverts/show/122438419/bulldog-hitch-lock-for-trailer,Bulldog,,,,,,,,,,2656.0,772 days ago,Di,,January 2018
World Cup 1982 Memorabilia: Bulldog Bobby Childs bag & Ladyb,,"Leeds, West Yorkshire",https://www.preloved.co.uk/adverts/show/120734130/world-cup-1982-memorabilia-bulldog-bobby-childs-bag-ladyb,Bulldog,,,,,,,,,,721.0,1720 days ago,pdr,,February 2003
Bulldog T1 & Bassett cc1 Aircraft,£25,"Sutton Coldfield, West Midlands",https://www.preloved.co.uk/adverts/show/117175805/bulldog-t1-bassett-cc1-aircraft,Basset Hound,,,,,,,,,,3047.0,3033 days ago,pam,,February 2009
Bulldog Hitch Lock for trailer hitch,£50,"Hope Valley, Derbyshire",https://www.preloved.co.uk/adverts/show/122438423/bulldog-hitch-lock-for-trailer-hitch,Bulldog,,,,,,,,,,1972.0,772 days ago,Di,,January 2018
6 year old English bulldog,£300,"Wellingborough, Northamptonshire",https://www.preloved.co.uk/adverts/show/122999597/6-year-old-english-bulldog,Preloved safety advice,Male,6 years,Now,Yes - Breed Register,Yes,Yes,Up to date,Yearly up to date,Private Seller,223.0,41 days ago,Tashaf95,,September 2022
"Royal Doulton Bulldog DA228,limited edition",£95,"Heath Hayes, Staffordshire",https://www.preloved.co.uk/adverts/show/120486359/royal-doulton-bulldog-da228limited-edition,Bulldog,,,,,,,,,,1163.0,1819 days ago,swampy monster,,January 2009
A Pair Of Bulldog Garden Hand Tools,£22,"Stoke On Trent, Staffordshire",https://www.preloved.co.uk/adverts/show/121350064/a-pair-of-bulldog-garden-hand-tools,Bulldog,,,,,,,,,,1798.0,1439 days ago,Nik29,,May 2012
Bulldog Gear P90 Wall Mounted Pull-Up Bar – Brand New,£130,"Luton, Bedfordshire",https://www.preloved.co.uk/adverts/show/122995570/bulldog-gear-p90-wall-mounted-pull-up-bar-brand-new,Bulldog,,,,,,,,,,8.0,50 days ago,Jackal07,,November 2025
‘Dave the Dachshund’ Garden Planters,£20,"Darwen, Lancashire",https://www.preloved.co.uk/adverts/show/122823591/dave-the-dachshund-garden-planters,Dachshund,,,,,,,,,,85.0,337 days ago,Wor1922,Premium,April 2017
Miniature Dachshund at Stud. Lilac and tan.,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122412377/miniature-dachshund-at-stud-lilac-and-tan,Miniature Dachshund,Male,3 years,,No,,,,,,2561.0,799 days ago,Val,,January 2009
Miniature long haired Dachshund,£350,"Shrewsbry, Shropshire",https://www.preloved.co.uk/adverts/show/122610725/miniature-long-haired-dachshund,Miniature long haired dachshund,Male,5 years,,Yes - Breed Register,,,Yes,,,2511.0,594 days ago,claire,,September 2009
Miniature Dachshund x Yorkshire Terrier,£600,"Tamworth, Staffordshire",https://www.preloved.co.uk/adverts/show/123005625/miniature-dachshund-x-yorkshire-terrier,Miniature Dachshund,,,,,,,,,,83.0,23 days ago,Lakisha.Ann,,September 2021
Miniature Smooth Haired Dachshund,£350,"Shrewsbry, Shropshire",https://www.preloved.co.uk/adverts/show/122610731/miniature-smooth-haired-dachshund,Miniature Smooth Haired Dachshund,Male,8 years,,Yes - Breed Register,,,Yes,,,2117.0,594 days ago,claire,,September 2009
Miniature Smooth Haired Dachshund FOR STUD,£250,"Shrewsbry, Shropshire",https://www.preloved.co.uk/adverts/show/121994230/miniature-smooth-haired-dachshund-for-stud,Miniature Smooth Haired Dachshund,Male,4 years,,No,,,Yes,,,4220.0,1072 days ago,claire,,September 2009
Stunning Miniature long Haired Dachshund FOR STUD,£350,"Shrewsbry, Shropshire",https://www.preloved.co.uk/adverts/show/121593359/stunning-miniature-long-haired-dachshund-for-stud,Miniature Long Haired Dachshund,Male,4 years,,Yes - Breed Register,,,Yes,,,5949.0,1314 days ago,claire,,September 2009
Kc registered Miniature wire haired dachshund (Teckle),£250,"Manchester, Lancashire",https://www.preloved.co.uk/adverts/show/122074393/kc-registered-miniature-wire-haired-dachshund-teckle,Dachshund,Male,4 years,,Yes - Breed Register,,,Yes,,,5610.0,1019 days ago,chickens4ever05,,June 2008
Cute Kids Felt Sausage/Dachshund Dog Pencil Case,£1.50,"Failsworth, Greater Manchester",https://www.preloved.co.uk/adverts/show/122365777/cute-kids-felt-sausagedachshund-dog-pencil-case,Dachshund,,,,,,,,,,1480.0,839 days ago,baggy,,August 2013
Miniature Poodle at stud. KC registered.,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122412346/miniature-poodle-at-stud-kc-registered,Miniature Poodle,Male,6 years,,Yes - Breed Register,,,,,,2504.0,799 days ago,Val,,January 2009
"Picture, framed, of poodle",£15,"Doncaster, South Yorkshire",https://www.preloved.co.uk/adverts/show/119720807/picture-framed-of-poodle,Poodle,,,,,,,,,,1185.0,2160 days ago,RJL,,November 2018
Contemporary Pedigree Poodle Photographic Art Print XL,£75,"Huddersfield, Select State",https://www.preloved.co.uk/adverts/show/122713616/contemporary-pedigree-poodle-photographic-art-print-xl,Poodle,,,,,,,,,,756.0,489 days ago,Sykora,,October 2015
Red KC Regd Health Tested Miniature Poodle,£350,"Thetford, Norfolk",https://www.preloved.co.uk/adverts/show/120264856/red-kc-regd-health-tested-miniature-poodle,Miniature Poodle,Male,7 years,,Yes - Breed Register,,,,,,5201.0,1926 days ago,smbs,,December 2011
1 year old male Husky x Malamute,£600,"Netherseal, Swadlincote, Derbyshire",https://www.preloved.co.uk/adverts/show/122998949/1-year-old-male-husky-x-malamute,Husky x Malamute,Male,15 months,Now,No,Yes,No,Up to date,Up to date,Private Seller,77.0,42 days ago,kirstyg7,,January 2014
Border Collie Trust - rescuing and rehoming collies,,"Rugeley, Staffordshire",https://www.preloved.co.uk/adverts/show/101631827/border-collie-trust-rescuing-and-rehoming-collies,Border Collie,,,,,,,,,,111251.0,6251 days ago,Border Collie Trust GB,,December 2008
The Puppet Company Border Collie Puppet Buddies,£10,"Plymouth, Devon",https://www.preloved.co.uk/adverts/show/122863669/the-puppet-company-border-collie-puppet-buddies,Border Collie,,,,,,,,,,56.0,276 days ago,KLF,,January 2012
‘The Border Collie’ - Royal Worcester Collector Plate,£10,"Chandlers Ford, Hampshire",https://www.preloved.co.uk/adverts/show/122968482/the-border-collie-royal-worcester-collector-plate,Border Collie,,,,,,,,,,31.0,107 days ago,mshcah,,August 2009
Country Artists Shepherd Bottle Feeding Lamb,£25,"Matlock, Derbyshire",https://www.preloved.co.uk/adverts/show/122985959/country-artists-shepherd-bottle-feeding-lamb,Shepherd,,,,,,,,,,10.0,71 days ago,doordie,,August 2015
Lost dogs,,"York, North Yorkshire",https://www.preloved.co.uk/adverts/show/111131231/lost-dogs,Terrier,Female,16 years,,,,,,,,25092.0,4229 days ago,Elaine,,June 2014
Yorkshire Terrier at Stud,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122977361/yorkshire-terrier-at-stud,Yorkshire Terrier,Male,14 months,,,,,,,,62.0,89 days ago,Val,,January 2009
Jack Russell terrier standing at stud,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122113801/jack-russell-terrier-standing-at-stud,Jack Russell,Male,4 years,,No,,,,,,3971.0,994 days ago,Val,,January 2009
Maltese terrier at stud. KC registered.,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122412364/maltese-terrier-at-stud-kc-registered,Maltese Terrier,Male,5 years,,Yes - Breed Register,,,,,,1655.0,799 days ago,Val,,January 2009
Norfolk Terrier Dog for stud,£350,"Uttoxeter, Staffs",https://www.preloved.co.uk/adverts/show/122533653/norfolk-terrier-dog-for-stud,Norfolk Terrier,Male,4 years,,No,,,Yes,,,2440.0,667 days ago,Elizabeth,,August 2012
Border Terrier at stud. SLEM tested. KC reg.,£200,"Sandwich, Kent",https://www.preloved.co.uk/adverts/show/122828135/border-terrier-at-stud-slem-tested-kc-reg,Border Terrier,Male,2 years,,Yes - Breed Register,,,,,,212.0,330 days ago,Val,,January 2009
Wire Haired fox terrier at stud. 1 year old KC reg,£200,"Sandwich, Kent",https://www.preloved.co.uk/adverts/show/122828128/wire-haired-fox-terrier-at-stud-1-year-old-kc-reg,Wire Haired Fox Terrier,Male,2 years,,Yes - Breed Register,,,,,,163.0,330 days ago,Val,,January 2009
Ford Tourneo Terrier 1 By Wellhouse 2.2 TDCi 125ps 6 speed,"£29,995","Barnsley, South Yorkshire",https://www.preloved.co.uk/adverts/show/122944527/ford-tourneo-terrier-1-by-wellhouse-22-tdci-125ps-6-speed,Terrier,,,,,,,,,,30.0,152 days ago,Wellhouse,,July 2007
Golden Retriever at stud. KC registered,£200,"Eastry, Kent",https://www.preloved.co.uk/adverts/show/122412336/golden-retriever-at-stud-kc-registered,Golden retreiver,Male,4 years,,Yes - Breed Register,,,,,,3234.0,799 days ago,Val,,January 2009
Framed signed C Varley pencil sketch of golden retriever.,£10,"Romney Marsh, Kent",https://www.preloved.co.uk/adverts/show/116196982/framed-signed-c-varley-pencil-sketch-of-golden-retriever,Golden Retriever,,,,,,,,,,4104.0,3264 days ago,SM,,September 2014
Smart pugs brand new in box new,£10,"Bootle, Merseyside",https://www.preloved.co.uk/adverts/show/123005752/smart-pugs-brand-new-in-box-new,Pug,,,,,,,,,,8.0,22 days ago,Bell,,November 2014
Look for black pug or fawn .,,"Havering, Essex",https://www.preloved.co.uk/adverts/show/123002015/look-for-black-pug-or-fawn-,Pug,,,,,,,,,,72.0,35 days ago,Cici,,February 2022
Pug canvas bag and purse new w/o tags,£20,"Wigan, Lancs",https://www.preloved.co.uk/adverts/show/121206970/pug-canvas-bag-and-purse-new-wo-tags,Pug,,,,,,,,,,2402.0,1523 days ago,Basil,,November 2005
Mopps Pug RPET Recycled Plastic Bottles Reusable Lunch Box C,£7,"Margate, Kent",https://www.preloved.co.uk/adverts/show/121412287/mopps-pug-rpet-recycled-plastic-bottles-reusable-lunch-box-c,Pug,,,,,,,,,,1001.0,1405 days ago,sam,,February 2011
